Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Home Ownership,Years in current job,Term,Annual_Income_nan,Years_in_current_job_nan,Months_since_last_delinquent_nan,Bankruptcies_nan,Credit_Score_nan,Home Mortgage,Own Home,Rent,median_loan_amount,annual_income_cat,Id,Credit Default
-0.11117513785528754,1.785491430251873,1.8891343716890705,0.3095014958407108,-0.34740757081851814,-0.1292336276982282,-0.340565810526608,-0.35967593553916893,0.8357301056562744,0.14709089016775564,0.7309323160277116,Home Mortgage,2.0,Short Term,0,0,0,0,0,1,0,0,250118.0,2,402,0
-0.11117513785528754,-1.0518695514032486,-0.3935802382689677,0.032886504913455336,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.36018444249478127,-0.010818297576853006,-0.7140490901310032,0.5222103734246673,Home Mortgage,10.0,Long Term,0,0,1,0,0,0,0,1,437063.0,1,7152,0
-0.11117513785528754,-0.6465322683096597,1.718994152313316,-0.0986599440131619,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3436277064475464,0.44070354323796235,-0.5442327849866222,-0.5213993395905542,Home Mortgage,10.0,Long Term,0,0,1,0,0,1,0,0,437063.0,3,7443,1
-0.11117513785528754,0.772148222517901,-0.16672661243462858,-0.3270330714855164,-0.34740757081851814,-0.4464232952142542,-0.340565810526608,-0.3618956970923275,-0.6710203593729617,-0.509554332858705,-2.6086187656209967,Home Mortgage,9.0,Short Term,0,0,0,0,0,1,0,0,250118.0,1,4510,1
-0.11117513785528754,4.217515128813406,-0.30851012858109056,0.7480876451111307,-0.34740757081851814,-0.1292336276982282,-0.340565810526608,-0.3537630639622816,0.7145609450864912,0.13844206757470195,-0.10395545438446557,Home Mortgage,4.0,Long Term,0,0,0,0,0,0,0,1,437063.0,3,5899,1
-0.11117513785528754,-0.4438636267628653,0.9391848135077752,-0.10881784484896027,-0.34740757081851814,-0.1292336276982282,-0.340565810526608,-0.3506334158182326,-0.5001504527750742,-0.3285943524501971,-0.39616617402872756,Home Mortgage,10.0,Long Term,0,0,0,0,0,1,0,0,437063.0,2,7431,1
-0.11117513785528754,-1.0518695514032486,1.151860087727468,0.279191103636142,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3539995788253571,0.5898686936590195,-0.0777784972516402,0.35523281934223183,Home Mortgage,10.0,Long Term,0,0,1,0,0,1,0,0,437063.0,2,5700,1
-0.11117513785528754,0.16414229787751786,-0.2659750737371519,-0.15681474284962174,-0.34740757081851814,1.5020275195270485,-0.340565810526608,-0.34956631640659197,-0.029188699906228244,-0.6360433632821152,-0.3544217855081187,Home Mortgage,6.0,Long Term,0,0,0,0,0,1,0,0,437063.0,3,6422,0
-0.11117513785528754,-0.849200909856454,0.07430536501435672,0.8894980363284588,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,2.794368368820064,1.03692375856498,1.8850884225930344,0.7726767045483204,Home Mortgage,10.0,Short Term,0,0,1,0,0,1,0,0,250118.0,3,3212,0
-0.11117513785528754,-0.2411949852160709,-0.3368668318103829,0.05932644294103986,-0.34740757081851814,-0.582361724149694,-0.340565810526608,-0.3614324062134796,-0.4929784463862086,0.531630848535835,-0.6883768936729896,Home Mortgage,3.0,Short Term,0,0,0,0,0,1,0,0,250118.0,2,3347,0
-0.11117513785528754,-0.03852634366927652,-0.6204338641033069,-0.24929736734017835,-0.34740757081851814,-0.03860800840793503,-0.340565810526608,-0.36525907757165105,-0.7406014038123077,-0.596458367567754,0.313488430821623,Home Mortgage,2.0,Short Term,0,0,0,0,1,0,0,1,250118.0,2,3377,0
-0.11117513785528754,0.9748168640646954,-0.6629689189472456,0.3760667752727272,-0.34740757081851814,2.5895349510105663,-0.340565810526608,-0.3536879357116576,1.476869729418819,2.0494160518610545,0.313488430821623,Home Mortgage,2.0,Long Term,0,0,0,0,0,0,0,1,437063.0,3,7103,1
-0.11117513785528754,-0.4438636267628653,-0.30851012858109056,-0.3364887380191615,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3590686488466251,-0.6923476415293255,0.07033258965440418,1.0231430356719735,Home Mortgage,0.5,Short Term,0,0,1,0,0,0,0,1,250118.0,1,3579,0
-0.11117513785528754,-1.4572068344968372,1.0951466812688835,0.2628110802626601,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3641558052985989,1.7186418395276857,0.3442674129382392,0.43872159638344954,Home Mortgage,0.5,Short Term,0,0,1,0,0,1,0,0,250118.0,3,5099,0
-0.11117513785528754,-1.0518695514032486,-0.6487905673325992,-0.25241659412416145,-0.34740757081851814,1.6379659484624882,-0.340565810526608,2.794368368820064,-0.623269895783935,-0.5721751349026417,0.8144210930689293,Home Mortgage,10.0,Short Term,0,0,0,0,0,1,0,0,250118.0,2,3046,0
-0.11117513785528754,1.380154147158284,-0.5070070511861372,0.09915782580038429,1.6634962293989242,0.0068477028731337534,2.4751357725673953,2.794368368820064,-0.4301919343152617,0.6577872319364353,0.14651087673918756,Home Mortgage,3.0,Short Term,0,0,1,0,0,0,0,1,250118.0,3,2403,0
-0.11117513785528754,0.5694795809711066,0.060127013399710834,-0.2097926050864866,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3582234560271053,-0.9410401086800799,0.6547934087311476,0.897909870110147,Home Mortgage,3.0,Short Term,0,0,1,0,0,0,0,1,250118.0,3,1856,0
-0.11117513785528754,-0.03852634366927652,-0.47865034795684486,-0.2301900619094965,-0.34740757081851814,1.139525042365876,-0.340565810526608,-0.3655512429907443,-0.1598576233244213,-0.7398292343987594,-0.06221106586385672,Home Mortgage,6.0,Short Term,0,0,0,0,0,1,0,0,250118.0,1,1905,1
3.678886379938606,0.36681093942431225,1.3928920651764534,0.12589172237305624,3.6744000296163666,1.5926531388173417,-0.340565810526608,-0.35322951425646126,0.16514750829733377,0.8187883909763578,-0.563143728111163,Home Mortgage,10.0,Long Term,0,0,0,0,0,1,0,0,437063.0,3,7151,0
-0.11117513785528754,-0.4438636267628653,-0.053299799517458876,0.05950608427414883,-0.34740757081851814,1.547340329172195,-0.340565810526608,-0.35525519449550785,0.46674925065015876,0.0650933990451505,0.897909870110147,Home Mortgage,5.0,Short Term,0,0,0,0,0,1,0,0,250118.0,3,61,0
-0.11117513785528754,-0.4438636267628653,-0.15254826081998218,-0.3892379658320695,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3655060269139799,-0.526825283554715,-0.2781151667388164,0.313488430821623,Home Mortgage,1.0,Short Term,0,0,1,0,1,0,0,1,250118.0,2,3917,0
-0.11117513785528754,0.36681093942431225,0.07430536501435672,-0.22852429682066783,-0.34740757081851814,-0.6276745337948406,-0.340565810526608,-0.35936359679351926,-0.06674736494265639,-0.16726054638746488,-0.6466325051523807,Home Mortgage,10.0,Short Term,0,0,0,0,0,0,0,1,250118.0,3,2622,0
-0.11117513785528754,-0.4438636267628653,0.24444558439011155,-0.1326284870010407,-0.34740757081851814,0.5051457073338239,-0.340565810526608,-0.356962970933303,-0.02170213183364039,-0.5603661655928954,0.313488430821623,Home Mortgage,9.0,Short Term,0,0,0,0,1,0,0,1,250118.0,2,948,0
-0.11117513785528754,-0.849200909856454,-0.3368668318103829,-0.14154522953535892,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3432917162155892,-0.36023341585544916,-1.2908590276831222,-0.6883768936729896,Own Home,10.0,Long Term,0,0,1,0,0,0,1,0,437063.0,3,6658,1
-0.11117513785528754,-0.6465322683096597,0.20191052954617283,-0.35824167035563004,-0.34740757081851814,1.139525042365876,-0.340565810526608,-0.3556537916029851,-0.4274237914985065,0.16463802062097033,0.8561654815895381,Home Mortgage,10.0,Short Term,0,0,0,0,0,1,0,0,250118.0,3,4376,0
-0.11117513785528754,2.1908287133454616,-0.3652235350396752,0.4316249402942482,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3511801825311071,0.2915383928169052,0.5847712104296936,0.22999965378040527,Home Mortgage,10.0,Short Term,0,0,1,0,0,1,0,0,250118.0,3,1114,1
-0.11117513785528754,-0.6465322683096597,0.10266206824364953,-0.4336093751099862,1.6634962293989242,0.05201761088235812,-0.340565810526608,-0.3594324643565912,-0.787282357676679,-0.5644410916223149,-1.8989641607706464,Home Mortgage,10.0,Long Term,0,0,0,0,0,1,0,0,437063.0,1,6931,0
-0.11117513785528754,2.5961659964390504,-0.08165650274675117,-0.34945557606357297,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3592175140839726,-0.4253476843859401,0.36397674903971733,0.313488430821623,Home Mortgage,10.0,Long Term,0,0,1,0,1,0,0,1,437063.0,2,6890,0
-0.11117513785528754,-1.2545381929500428,1.2511085490299914,0.03425831145719659,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,2.794368368820064,0.012648004028821528,0.5281380547963325,0.9396542586307558,Home Mortgage,5.0,Short Term,0,0,1,0,0,1,0,0,250118.0,3,3049,0
-0.11117513785528754,-0.6465322683096597,-0.6771472705618917,0.10998529887777067,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3517130366049772,0.9587866363283907,0.06692295767060417,-0.8970988362760338,Home Mortgage,2.0,Long Term,0,0,1,0,0,1,0,0,437063.0,3,6441,1
-0.11117513785528754,-1.0518695514032486,-0.37940188665432156,-0.23361957826884966,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3487677309277371,-0.27775534238349386,0.2003144138173168,-0.3544217855081187,Home Mortgage,10.0,Long Term,0,0,1,0,0,1,0,0,437063.0,3,6165,1
-0.11117513785528754,1.785491430251873,0.5847260231416201,0.060698249484781114,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.36404937361021494,0.47631192583531295,0.5631491539470594,0.313488430821623,Home Mortgage,5.0,Short Term,0,0,1,0,1,1,0,0,250118.0,2,1115,0
-0.11117513785528754,2.5961659964390504,0.6556177812148511,3.4271768319469635,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3481270539015826,6.814163641806514,2.3583619742956166,0.5222103734246673,Home Mortgage,10.0,Long Term,0,0,1,0,0,1,0,0,437063.0,3,6583,0
-0.11117513785528754,1.5828227887050785,0.9391848135077752,0.4555172375977418,-0.34740757081851814,-0.1292336276982282,-0.340565810526608,-0.35920986213252015,0.6846146727961397,0.818455743953548,0.1047664882185787,Home Mortgage,10.0,Short Term,0,0,0,0,0,1,0,0,250118.0,3,23,1
-0.11117513785528754,0.36681093942431225,-0.2943317769664442,0.183246300725667,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3465883160276914,1.256550726139805,2.776998252501696,0.43872159638344954,Home Mortgage,10.0,Long Term,0,0,1,0,0,1,0,0,437063.0,3,7038,0
-0.11117513785528754,-1.0518695514032486,0.27280228761940384,-0.4033153139357,-0.34740757081851814,0.7317097555595569,-0.340565810526608,-0.3565685476175271,-0.6203130159569465,-0.6456901269435981,-1.3562871100027312,Home Mortgage,10.0,Long Term,0,0,0,0,0,1,0,0,437063.0,3,5756,0
-0.11117513785528754,1.17748550561149,-0.35104518342502905,0.8410438694798836,-0.34740757081851814,2.227032473849394,-0.340565810526608,-0.3477841073501231,2.2083514687463737,1.4994673614008234,0.2717440423010141,Home Mortgage,0.5,Short Term,0,0,0,0,0,0,0,1,250118.0,3,3493,0
-0.11117513785528754,-1.2545381929500428,-0.7622173802497689,-0.3978444187910176,-0.34740757081851814,0.23326884946294443,-0.340565810526608,-0.3615457942213658,-0.6384946812760884,-0.6302220403829444,0.4804659849040584,Home Mortgage,2.0,Short Term,0,0,0,0,0,1,0,0,250118.0,1,2687,0
-0.11117513785528754,-0.849200909856454,-1.4002432029088479,-0.32216642446129146,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.35908534401343045,-0.7154364691145334,-0.4825267622554122,0.43872159638344954,Home Mortgage,2.0,Short Term,0,0,1,0,0,0,0,1,250118.0,1,3572,0
-0.11117513785528754,-0.2411949852160709,-0.9323575996255232,-0.2918560322567227,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,2.794368368820064,-0.33903195837257427,-0.3507985412227484,0.3969772078628407,Home Mortgage,7.0,Short Term,0,0,1,0,0,0,0,1,250118.0,1,1092,0
-0.11117513785528754,0.772148222517901,1.2794652522592838,0.9585946254542835,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3628368871209779,2.7212128378870135,2.193618536249084,0.897909870110147,Own Home,4.0,Short Term,0,0,1,0,0,0,1,0,250118.0,3,4583,0
-0.11117513785528754,-1.0518695514032486,1.265286900644638,-0.31610761222643424,-0.34740757081851814,-0.49173610485940084,-0.340565810526608,2.794368368820064,-0.5531855526506335,0.4259322570380346,-0.02046667734324786,Home Mortgage,10.0,Short Term,0,0,0,0,0,1,0,0,250118.0,3,33,0
-0.11117513785528754,-0.6465322683096597,-0.12419155759068988,-0.31052239986977337,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3606282556790229,-0.33003549421811995,0.2196079411402827,0.897909870110147,Home Mortgage,4.0,Short Term,0,0,1,0,0,1,0,0,250118.0,1,1784,0
-0.11117513785528754,-0.2411949852160709,-0.6062555124886607,-0.298715064975429,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3594074216063832,-0.3763389740620247,-0.5259371987320856,-2.7338519311828233,Home Mortgage,5.0,Long Term,0,0,1,0,0,0,0,1,437063.0,1,6336,1
-0.11117513785528754,1.9881600717986674,0.6556177812148511,0.8216752675646797,-0.34740757081851814,2.1364068545591004,-0.340565810526608,-0.34513374961977716,1.906246427699593,0.2606898484572877,0.2717440423010141,Home Mortgage,1.0,Short Term,0,0,0,0,0,1,0,0,250118.0,3,1957,0
-0.11117513785528754,-0.6465322683096597,2.286128216899164,-0.3236362171867285,1.6634962293989242,0.23326884946294443,2.4751357725673953,-0.3648291770264138,-0.5838867729819182,-0.4509252950884853,0.313488430821623,Home Mortgage,1.0,Short Term,0,0,0,0,1,1,0,0,250118.0,2,2462,0
-0.11117513785528754,-0.03852634366927652,0.17355382631688054,-0.2802120076652046,1.6634962293989242,0.0068477028731337534,2.4751357725673953,-0.3589072622341736,-0.2841724007314263,0.10068663048579453,0.06302209969796985,Home Mortgage,2.0,Short Term,0,0,1,0,0,1,0,0,250118.0,1,4609,0
-0.11117513785528754,1.5828227887050785,-1.4427782577527866,-0.19347790583413518,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.36067973244333934,-0.44982058337952563,-1.085033682319585,0.4804659849040584,Home Mortgage,7.0,Short Term,0,0,1,0,0,0,0,1,250118.0,1,814,1
-0.11117513785528754,-0.4438636267628653,-1.045784412542693,-0.14636288346873594,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3607353829993571,-0.5312920594635699,-0.9187933326704087,0.313488430821623,Home Mortgage,10.0,Long Term,0,0,1,0,1,0,0,1,437063.0,2,7281,1
-0.11117513785528754,0.9748168640646954,-0.9323575996255232,-0.21064181866118356,-0.34740757081851814,0.9582738037852897,-0.340565810526608,-0.35847597042503593,-0.09537247816137465,-0.5107185974385391,-0.14569984290507443,Home Mortgage,1.0,Short Term,0,0,0,0,0,0,0,1,250118.0,1,4011,1
-0.11117513785528754,0.5694795809711066,-0.9748926544694619,0.14052432550629634,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3597628895329467,-0.1785425873375187,-0.3637717751123289,0.313488430821623,Home Mortgage,1.0,Short Term,0,0,1,0,1,0,0,1,250118.0,2,1095,0
-0.11117513785528754,0.36681093942431225,0.37205074892192713,0.49745532336354603,-0.34740757081851814,0.6410841362692636,-0.340565810526608,-0.3428291209686915,0.8645439558852259,0.1998986050388046,0.6474435389864939,Home Mortgage,1.0,Short Term,0,0,0,0,0,1,0,0,250118.0,3,243,0
-0.11117513785528754,0.36681093942431225,-0.49282869957149106,-0.19783829091959845,-0.34740757081851814,0.82233537484985,-0.340565810526608,-0.36049052055287895,-0.5716188673167533,-0.8593326773431647,-0.10395545438446557,Own Home,0.5,Short Term,0,0,0,0,0,0,1,0,250118.0,1,1429,0
-0.11117513785528754,1.17748550561149,-0.705503973791184,0.06840649577818439,-0.34740757081851814,1.773904377397928,-0.340565810526608,-0.34553373799115483,0.26756879251727517,-0.4874333058418561,0.313488430821623,Home Mortgage,2.0,Long Term,0,0,0,0,0,0,0,1,437063.0,3,6234,1
-0.11117513785528754,-0.849200909856454,-0.2517967221225055,-0.28173079348148955,1.6634962293989242,0.8676481844949966,2.4751357725673953,-0.3598101925055618,-0.3869082466350899,-0.4401974286028706,-0.14569984290507443,Home Mortgage,8.0,Short Term,0,0,0,0,0,0,0,1,250118.0,3,448,0
-0.11117513785528754,-1.0518695514032486,1.5063188780936232,-0.3099181517493159,-0.34740757081851814,1.5926531388173417,-0.340565810526608,-0.35641898674822936,-0.6143992563029695,-0.577331163756193,0.313488430821623,Home Mortgage,10.0,Long Term,0,0,0,0,0,1,0,0,437063.0,2,7358,0
-0.11117513785528754,-0.2411949852160709,-1.0032493576987542,-0.2728467130077366,-0.34740757081851814,0.006704801237211546,-0.340565810526608,-0.36306575003260094,-0.5030444202653183,-1.1258661043694826,1.0231430356719735,Home Mortgage,1.0,Short Term,0,0,0,0,0,0,0,1,250118.0,1,3837,1
-0.11117513785528754,-0.4438636267628653,-1.1024978190012777,-0.5117860170729553,-0.34740757081851814,0.595771326624117,-0.340565810526608,-0.3619082184674315,-0.9550066474373446,2.00392657149182,-1.0640763903584693,Home Mortgage,8.0,Short Term,0,0,0,0,0,0,0,1,250118.0,2,3792,0
-0.11117513785528754,0.5694795809711066,0.8966497586638364,-0.21719056180451982,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.36616965979449173,-0.019877674068051753,0.8081436862464456,0.313488430821623,Home Mortgage,10.0,Short Term,0,0,1,0,1,1,0,0,250118.0,2,1287,1
-0.11117513785528754,0.5694795809711066,1.718994152313316,-0.0329438781558425,-0.34740757081851814,1.2754634713013158,-0.340565810526608,-0.3616369220068449,0.7623743210122623,0.42418586016828336,0.313488430821623,Home Mortgage,10.0,Short Term,0,0,0,0,1,1,0,0,250118.0,2,5542,0
-0.11117513785528754,1.17748550561149,-0.6204338641033069,0.24739458767585354,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.34856808455802335,0.3406100154775651,0.8920538977502068,-0.22918861994629214,Home Mortgage,10.0,Long Term,0,0,1,0,0,1,0,0,437063.0,3,6026,0
-0.11117513785528754,-0.6465322683096597,2.853262281485012,-0.19965103528097083,-0.34740757081851814,0.5504585169789705,-0.340565810526608,-0.3592675995843886,-0.3513627763744837,-0.6929260041825837,0.313488430821623,Home Mortgage,2.0,Long Term,0,0,0,0,0,0,0,1,437063.0,2,6352,0
-0.11117513785528754,-0.2411949852160709,-1.0741411157719851,0.21372000323306212,-0.34740757081851814,0.82233537484985,-0.340565810526608,-0.35725304945654557,0.8085519761826782,1.511359492466272,0.313488430821623,Home Mortgage,1.0,Short Term,0,0,0,0,1,0,0,1,250118.0,2,1839,0
-0.11117513785528754,1.380154147158284,-1.2301029835330937,-0.2161780379269965,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.3631241831164196,-0.5154381506039721,0.8136323621228065,0.313488430821623,Home Mortgage,2.0,Short Term,0,0,1,0,1,0,0,1,250118.0,2,1908,0
-0.11117513785528754,0.5694795809711066,-0.7338606770204766,-0.12918263961140494,-0.34740757081851814,2.091094044913954,-0.340565810526608,-0.3589740429013949,-0.11638519863401618,0.06434494324382856,0.313488430821623,Home Mortgage,1.0,Short Term,0,0,0,0,1,0,0,1,250118.0,2,2025,1
-0.11117513785528754,-0.2411949852160709,-0.6629689189472456,-0.3515459479397501,-0.34740757081851814,0.82233537484985,-0.340565810526608,2.794368368820064,-0.7765872604301249,-0.8654866472651451,0.897909870110147,Home Mortgage,9.0,Short Term,0,0,0,0,0,0,0,1,250118.0,1,4436,0
-0.11117513785528754,-1.2545381929500428,0.11684041985829544,-0.3434784189801289,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.36341495727161244,-0.5918766397484615,-1.2649957216596635,-0.47965495106994527,Home Mortgage,10.0,Short Term,0,0,1,0,0,1,0,0,250118.0,1,5287,0
-0.11117513785528754,4.014846487266611,-0.37940188665432156,-0.24547590625404198,1.6634962293989242,2.317658093139687,2.4751357725673953,-0.3507996718543357,-0.29637739405984687,3.029394181058599,0.9396542586307558,Home Mortgage,4.0,Short Term,0,0,0,0,0,1,0,0,250118.0,3,1627,0
-0.11117513785528754,0.5694795809711066,0.5847260231416201,0.6389800317928527,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.34271712422470574,0.6852437961635841,-0.4135025050223876,0.06302209969796985,Home Mortgage,6.0,Long Term,0,0,1,0,0,1,0,0,437063.0,3,6081,1
-0.11117513785528754,-0.4438636267628653,-1.0316060609280469,-0.18536138378366604,-0.34740757081851814,-0.21985924698852136,-0.340565810526608,-0.3592516000495335,-0.18665827877755092,0.4166181403993614,-0.14569984290507443,Home Mortgage,1.0,Long Term,0,0,0,0,0,0,0,1,437063.0,1,5683,1
-0.11117513785528754,-0.2411949852160709,-0.2943317769664442,-0.19666245673924881,-0.34740757081851814,0.8676481844949966,-0.340565810526608,-0.3562290792258187,-0.4208809084770852,0.22817360197763395,0.313488430821623,Home Mortgage,10.0,Long Term,0,0,0,0,0,1,0,0,437063.0,2,6562,1
-0.11117513785528754,0.36681093942431225,0.04594866178506443,0.35888653141539617,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.35041985680951443,0.014346637120921293,-1.364124534456971,0.7726767045483204,Home Mortgage,8.0,Short Term,0,0,1,0,0,1,0,0,250118.0,3,2880,0
-0.11117513785528754,-0.03852634366927652,-0.42193694149826005,-0.10550264570158557,1.6634962293989242,0.0068477028731337534,2.4751357725673953,-0.35643150812333335,-0.19747920069759387,0.7073516383350892,-1.982452937811864,Home Mortgage,0.5,Long Term,0,0,1,0,0,0,0,1,437063.0,2,6330,0
-0.11117513785528754,-0.2411949852160709,0.2586239360047574,-0.3334021732957437,1.6634962293989242,0.82233537484985,-0.340565810526608,-0.3622532519147416,-0.5289643030040259,-0.2985729586416165,-0.5213993395905542,Home Mortgage,10.0,Short Term,1,1,0,0,0,0,0,1,250118.0,1,5380,0
-0.11117513785528754,-0.4438636267628653,-0.08165650274675117,0.3905687301637062,-0.34740757081851814,-0.582361724149694,-0.340565810526608,-0.35690801600923544,-0.08945871850739769,-1.0275689091291993,-2.0659417148530816,Home Mortgage,10.0,Short Term,0,0,0,0,0,1,0,0,250118.0,3,5128,0
-0.11117513785528754,-0.03852634366927652,-1.1592112254598625,-0.3098854896887506,-0.34740757081851814,0.09733042052750471,-0.340565810526608,2.794368368820064,-0.39426899003418886,-0.27071377048129935,0.1047664882185787,Home Mortgage,0.5,Long Term,0,0,0,0,0,1,0,0,437063.0,1,6199,0
-0.11117513785528754,0.9748168640646954,-0.35104518342502905,0.029897926371733306,-0.34740757081851814,2.000468425623661,-0.340565810526608,-0.35837093000055237,0.2386291176148347,-0.013660783605059498,-1.4815202755645578,Home Mortgage,7.0,Long Term,0,0,0,0,0,0,0,1,437063.0,1,6391,0
-0.11117513785528754,-0.4438636267628653,1.6764590974693774,-0.40520971344848555,-0.34740757081851814,0.6863969459144103,-0.340565810526608,-0.36232420637366425,-0.5584072766004218,0.15133213970858006,-0.47965495106994527,Home Mortgage,10.0,Short Term,0,0,0,0,0,1,0,0,250118.0,2,5415,1
-0.11117513785528754,0.16414229787751786,-0.010764744673520172,0.13769905726740064,-0.34740757081851814,0.41452008804353074,-0.340565810526608,-0.3577810341067641,0.2960051687257601,0.025841050353599165,0.313488430821623,Home Mortgage,7.0,Long Term,0,0,0,0,1,0,0,1,437063.0,2,6750,0
7.468947897732499,1.17748550561149,0.48547756183909685,-0.153009612793768,5.685303829833809,0.45983289768867736,2.4751357725673953,-0.35937124874497167,-0.3897393017885895,-0.7678547460704814,0.313488430821623,Home Mortgage,10.0,Long Term,0,0,0,0,0,1,0,0,437063.0,1,6735,1
-0.11117513785528754,-0.03852634366927652,-0.1383699092053363,-0.10236708788731984,-0.34740757081851814,-0.7636129627302803,-0.340565810526608,-0.36072703541595447,0.29889913621600417,1.707039103634112,-0.855354447755425,Home Mortgage,10.0,Long Term,0,0,1,0,0,1,0,0,437063.0,3,7030,1
